condition,avg_keypoints_img2,avg_good_matches,avg_ransac_inliers,avg_matching_score,avg_reprojection_error_px,avg_joint_confidence_score
clean,1824.0,839.0,778.6666666666666,0.910048271317379,0.5474401414394379,479.63084077946263
defocus_blur,357.6666666666667,186.33333333333334,131.0,0.594403026593969,1.0635095238685608,60.36840963169109
low_light,923.0,511.0,443.0,0.7996791484903496,0.5845848123232523,271.7169165254973
motion_blur,353.6666666666667,161.0,83.66666666666667,0.46335439819859087,0.859488288561503,36.00109866459259
